,workingday,holiday,atemp,humidity,weather,windspeed,season,temp,year,month,hour,log_count
26,0,0,21.21,100,2,19.0012,1,17.22,2011,1,2,2.1972245773362196
27,0,0,22.725,94,2,12.998,1,18.86,2011,1,3,1.791759469228055
28,0,0,22.725,94,2,12.998,1,18.86,2011,1,4,1.0986122886681098
29,0,0,21.21,77,3,19.9995,1,17.22,2011,1,6,0.6931471805599453
30,0,0,20.455,76,2,12.998,1,16.4,2011,1,7,0.0
31,0,0,20.455,71,3,15.0013,1,16.4,2011,1,8,2.0794415416798357
32,0,0,19.695,76,2,15.0013,1,15.58,2011,1,9,2.995732273553991
33,0,0,17.425,81,2,15.0013,1,14.76,2011,1,10,3.970291913552122
34,0,0,16.665,71,2,16.9979,1,14.76,2011,1,11,4.248495242049359
35,0,0,16.665,66,2,19.9995,1,14.76,2011,1,12,4.532599493153256
36,0,0,17.425,66,2,8.9981,1,14.76,2011,1,13,4.31748811353631
37,0,0,17.425,76,3,12.998,1,14.76,2011,1,14,4.07753744390572
38,0,0,16.665,81,3,11.0014,1,13.94,2011,1,15,4.30406509320417
39,0,0,16.665,71,3,11.0014,1,13.94,2011,1,16,4.330733340286331
40,0,0,16.665,57,1,12.998,1,13.94,2011,1,17,4.174387269895637
41,0,0,16.665,46,2,22.0028,1,14.76,2011,1,18,3.970291913552122
42,0,0,14.395,42,1,30.0026,1,13.12,2011,1,19,3.4011973816621555
43,0,0,13.635,39,1,23.9994,1,12.3,2011,1,20,3.091042453358316
44,0,0,11.365,44,1,22.0028,1,10.66,2011,1,21,3.4339872044851463
45,0,0,10.605,44,1,19.9995,1,9.84,2011,1,22,2.1972245773362196
46,0,0,11.365,47,1,11.0014,1,9.02,2011,1,23,2.0794415416798357
47,1,0,9.85,44,1,23.9994,1,9.02,2011,1,0,1.6094379124341003
48,1,0,8.335,44,1,27.9993,1,8.2,2011,1,1,0.6931471805599453
49,1,0,6.82,47,1,26.0027,1,6.56,2011,1,4,0.0
50,1,0,6.82,47,1,19.0012,1,6.56,2011,1,5,1.0986122886681098
51,1,0,5.305,50,1,26.0027,1,5.74,2011,1,6,3.4011973816621555
52,1,0,6.82,50,1,12.998,1,5.74,2011,1,7,4.1588830833596715
53,1,0,6.06,50,1,19.0012,1,5.74,2011,1,8,5.0369526024136295
54,1,0,6.82,43,1,26.0027,1,6.56,2011,1,9,4.477336814478207
55,1,0,8.335,43,1,16.9979,1,7.38,2011,1,10,3.784189633918261
56,1,0,9.09,40,1,22.0028,1,8.2,2011,1,11,3.9318256327243257
57,1,0,10.605,35,1,19.9995,1,9.02,2011,1,12,4.110873864173311
58,1,0,10.605,35,1,19.0012,1,9.84,2011,1,13,4.110873864173311
59,1,0,12.12,30,1,19.0012,1,10.66,2011,1,14,4.343805421853684
60,1,0,12.12,30,1,16.9979,1,10.66,2011,1,15,4.276666119016055
61,1,0,12.12,30,1,16.9979,1,10.66,2011,1,16,4.330733340286331
62,1,0,11.365,30,1,15.0013,1,9.84,2011,1,17,5.056245805348308
63,1,0,12.88,32,1,7.0015,1,9.84,2011,1,18,5.056245805348308
64,1,0,12.88,47,1,8.9981,1,8.2,2011,1,19,4.700480365792417
65,1,0,11.365,47,1,7.0015,1,8.2,2011,1,20,3.9512437185814275
66,1,0,9.85,64,1,8.9981,1,7.38,2011,1,21,3.9512437185814275
67,1,0,7.575,69,1,8.9981,1,5.74,2011,1,22,2.995732273553991
68,1,0,10.605,55,1,7.0015,1,7.38,2011,1,23,2.4849066497880004
69,1,0,9.09,55,1,7.0015,1,6.56,2011,1,0,1.6094379124341003
70,1,0,9.09,59,1,7.0015,1,6.56,2011,1,1,0.6931471805599453
71,1,0,7.575,63,1,8.9981,1,5.74,2011,1,2,0.0
72,1,0,9.09,63,1,6.0032,1,5.74,2011,1,4,0.6931471805599453
73,1,0,7.575,68,1,7.0015,1,4.92,2011,1,5,1.3862943611198906
74,1,0,7.575,74,1,7.0015,1,4.92,2011,1,6,3.58351893845611
75,1,0,7.575,74,1,8.9981,1,4.92,2011,1,7,4.543294782270004
76,1,0,7.575,69,1,11.0014,1,5.74,2011,1,8,5.187385805840755
77,1,0,7.575,64,1,15.0013,1,6.56,2011,1,9,4.605170185988092
78,1,0,6.82,69,2,22.0028,1,6.56,2011,1,10,3.7376696182833684
79,1,0,10.605,51,1,19.9995,1,9.02,2011,1,11,4.04305126783455
80,1,0,11.365,51,1,11.0014,1,9.02,2011,1,12,4.356708826689592
81,1,0,11.365,56,1,12.998,1,9.84,2011,1,13,4.574710978503383
82,1,0,12.88,52,1,15.0013,1,10.66,2011,1,14,4.143134726391533
83,1,0,13.635,52,1,16.9979,1,11.48,2011,1,15,4.174387269895637
84,1,0,14.395,49,1,16.9979,1,12.3,2011,1,16,4.418840607796598
85,1,0,13.635,48,1,15.0013,1,11.48,2011,1,17,5.356586274672012
86,1,0,12.88,48,1,12.998,1,10.66,2011,1,18,5.204006687076795
87,1,0,12.88,48,1,7.0015,1,9.84,2011,1,19,4.718498871295094
88,1,0,12.88,48,1,7.0015,1,9.84,2011,1,20,3.9889840465642745
89,1,0,13.635,64,1,8.9981,1,9.02,2011,1,21,3.871201010907891
90,1,0,12.88,64,1,6.0032,1,9.02,2011,1,22,3.5553480614894135
91,1,0,11.365,69,1,6.0032,1,8.2,2011,1,23,2.3978952727983707
92,1,0,12.88,64,1,8.9981,1,8.2,2011,1,0,1.791759469228055
93,1,0,9.85,74,1,6.0032,1,6.56,2011,1,1,1.791759469228055
94,1,0,9.85,74,1,6.0032,1,6.56,2011,1,2,0.6931471805599453
95,1,0,11.365,48,1,15.0013,1,9.84,2011,1,4,0.6931471805599453
96,1,0,11.365,47,1,11.0014,1,9.02,2011,1,5,1.0986122886681098
97,1,0,9.85,47,1,15.0013,1,8.2,2011,1,6,3.4965075614664802
98,1,0,9.09,43,1,12.998,1,7.38,2011,1,7,4.477336814478207
99,1,0,9.09,40,1,19.9995,1,8.2,2011,1,8,5.272999558563747
100,1,0,9.85,37,1,22.0028,1,9.02,2011,1,9,4.74493212836325
101,1,0,9.85,37,1,22.0028,1,9.02,2011,1,10,4.04305126783455
102,1,0,11.365,33,1,22.0028,1,10.66,2011,1,11,3.828641396489095
103,1,0,11.365,33,1,22.0028,1,10.66,2011,1,12,4.3694478524670215
104,1,0,12.88,30,1,19.9995,1,11.48,2011,1,13,4.2626798770413155
105,1,0,14.395,28,1,12.998,1,12.3,2011,1,14,4.127134385045092
106,1,0,14.395,28,1,12.998,1,12.3,2011,1,15,4.127134385045092
107,1,0,15.91,28,1,6.0032,1,12.3,2011,1,16,4.48863636973214
108,1,0,11.365,38,1,12.998,1,9.84,2011,1,17,5.247024072160486
109,1,0,12.12,38,1,8.9981,1,9.84,2011,1,18,5.1298987149230735
110,1,0,12.88,38,1,7.0015,1,9.84,2011,1,19,4.882801922586371
111,1,0,11.365,47,1,11.0014,1,9.02,2011,1,20,4.48863636973214
112,1,0,9.85,51,1,12.998,1,8.2,2011,1,21,3.7612001156935624
113,1,0,9.85,55,1,8.9981,1,7.38,2011,1,22,3.7376696182833684
114,1,0,12.88,47,1,8.9981,1,8.2,2011,1,23,2.9444389791664403
115,1,0,12.12,55,1,8.9981,1,7.38,2011,1,0,2.3978952727983707
116,1,0,11.365,64,1,8.9981,1,6.56,2011,1,1,1.3862943611198906
117,1,0,11.365,64,1,8.9981,1,6.56,2011,1,2,0.6931471805599453
118,1,0,9.85,64,2,6.0032,1,6.56,2011,1,4,0.0
119,1,0,9.09,69,2,6.0032,1,5.74,2011,1,5,1.3862943611198906
120,1,0,8.335,63,2,7.0015,1,5.74,2011,1,6,3.58351893845611
121,1,0,11.365,59,2,8.9981,1,6.56,2011,1,7,4.553876891600541
122,1,0,11.365,59,1,8.9981,1,6.56,2011,1,8,5.389071729816501
123,1,0,12.12,51,2,8.9981,1,7.38,2011,1,9,4.804021044733257
124,1,0,12.88,47,1,8.9981,1,8.2,2011,1,10,3.8066624897703196
125,1,0,12.88,44,1,6.0032,1,9.02,2011,1,11,4.07753744390572
126,1,0,14.395,35,1,8.9981,1,10.66,2011,1,12,4.430816798843313
127,1,0,13.635,35,1,7.0015,1,10.66,2011,1,13,4.204692619390966
128,1,0,13.635,36,1,11.0014,1,11.48,2011,1,14,4.248495242049359
129,1,0,13.635,36,1,8.9981,1,11.48,2011,1,15,4.127134385045092
130,1,0,12.88,38,1,11.0014,1,10.66,2011,1,16,4.454347296253507
131,1,0,11.365,51,1,11.0014,1,9.02,2011,1,17,5.147494476813453
132,1,0,11.365,51,1,8.9981,1,9.02,2011,1,18,5.093750200806762
133,1,0,12.88,55,1,6.0032,1,9.02,2011,1,19,4.718498871295094
134,1,0,10.605,51,1,11.0014,1,8.2,2011,1,20,4.23410650459726
135,1,0,10.605,55,2,15.0013,1,9.02,2011,1,21,3.871201010907891
136,1,0,10.605,51,2,19.0012,1,9.02,2011,1,22,3.9512437185814275
137,1,0,9.85,59,2,12.998,1,8.2,2011,1,23,3.1354942159291497
138,1,0,9.85,64,2,12.998,1,8.2,2011,1,0,2.833213344056216
139,1,0,9.85,69,2,15.0013,1,8.2,2011,1,1,1.9459101490553132
140,1,0,9.85,69,2,15.0013,1,8.2,2011,1,2,0.0
141,1,0,10.605,69,2,8.9981,1,8.2,2011,1,4,0.0
142,1,0,13.635,55,3,8.9981,1,9.02,2011,1,5,1.6094379124341003
143,1,0,12.88,69,2,8.9981,1,8.2,2011,1,6,3.5263605246161616
144,1,0,10.605,69,1,8.9981,1,8.2,2011,1,7,4.430816798843313
145,1,0,9.85,51,1,16.9979,1,8.2,2011,1,8,5.3471075307174685
146,1,0,9.09,47,1,19.9995,1,8.2,2011,1,9,4.897839799950911
147,1,0,9.85,37,1,22.0028,1,9.02,2011,1,10,4.143134726391533
148,1,0,9.85,40,2,15.0013,1,8.2,2011,1,11,4.204692619390966
149,1,0,9.85,37,2,16.9979,1,8.2,2011,1,12,4.07753744390572
150,1,0,9.09,37,2,19.0012,1,8.2,2011,1,13,4.290459441148391
151,1,0,9.85,40,2,16.9979,1,8.2,2011,1,14,3.912023005428146
152,1,0,10.605,37,2,11.0014,1,8.2,2011,1,15,4.276666119016055
153,1,0,10.605,37,2,11.0014,1,8.2,2011,1,16,4.465908118654584
154,1,0,12.88,37,2,8.9981,1,8.2,2011,1,17,5.231108616854587
155,1,0,11.365,40,1,6.0032,1,8.2,2011,1,18,4.812184355372417
156,1,0,9.85,55,1,6.0032,1,6.56,2011,1,19,4.553876891600541
157,1,0,10.605,47,1,7.0015,1,7.38,2011,1,20,3.9318256327243257
158,1,0,9.85,47,1,8.9981,1,7.38,2011,1,21,3.6635616461296463
159,1,0,9.85,43,2,11.0014,1,7.38,2011,1,22,3.58351893845611
160,1,0,9.85,51,2,11.0014,1,7.38,2011,1,23,2.70805020110221
161,0,0,9.85,51,2,11.0014,1,7.38,2011,1,0,3.2188758248682006
162,0,0,10.605,55,2,6.0032,1,7.38,2011,1,1,2.772588722239781
163,0,0,12.12,55,2,8.9981,1,7.38,2011,1,2,2.772588722239781
164,0,0,9.85,55,3,11.0014,1,7.38,2011,1,3,1.9459101490553132
165,0,0,9.85,55,3,11.0014,1,7.38,2011,1,4,0.0
166,0,0,8.335,74,2,11.0014,1,6.56,2011,1,5,1.6094379124341003
167,0,0,8.335,74,2,11.0014,1,6.56,2011,1,6,0.6931471805599453
168,0,0,9.09,74,2,7.0015,1,6.56,2011,1,7,2.1972245773362196
169,0,0,9.09,93,3,7.0015,1,6.56,2011,1,8,2.70805020110221
170,0,0,9.09,93,3,7.0015,1,6.56,2011,1,9,2.995732273553991
171,0,0,9.85,80,2,11.0014,1,7.38,2011,1,10,4.110873864173311
172,0,0,9.09,69,2,26.0027,1,8.2,2011,1,11,4.127134385045092
173,0,0,9.09,59,2,23.9994,1,8.2,2011,1,12,4.584967478670572
174,0,0,9.09,44,1,22.0028,1,8.2,2011,1,13,4.624972813284271
175,0,0,8.335,32,1,32.9975,1,8.2,2011,1,14,4.553876891600541
176,0,0,8.335,32,1,30.0026,1,8.2,2011,1,15,4.30406509320417
177,0,0,6.82,29,1,30.0026,1,7.38,2011,1,16,4.330733340286331
178,0,0,6.06,37,1,36.9974,1,6.56,2011,1,17,4.23410650459726
179,0,0,6.06,39,1,19.9995,1,5.74,2011,1,18,4.007333185232471
180,0,0,6.06,36,1,16.9979,1,5.74,2011,1,19,3.4011973816621555
181,0,0,6.06,36,1,16.9979,1,4.92,2011,1,20,3.332204510175204
182,0,0,5.305,39,1,23.9994,1,4.92,2011,1,21,3.6109179126442243
183,0,0,5.305,36,1,26.0027,1,4.92,2011,1,22,3.5263605246161616
184,0,0,3.03,39,1,30.0026,1,4.1,2011,1,23,3.091042453358316
185,0,0,3.79,42,1,26.0027,1,4.1,2011,1,0,3.2188758248682006
186,0,0,3.03,42,1,31.0009,1,4.1,2011,1,1,2.4849066497880004
187,0,0,3.03,46,1,31.0009,1,4.1,2011,1,2,2.3978952727983707
188,0,0,3.79,46,1,27.9993,1,4.1,2011,1,3,1.3862943611198906
189,0,0,4.545,53,1,12.998,1,3.28,2011,1,4,0.0
190,0,0,4.545,53,1,12.998,1,3.28,2011,1,5,0.0
191,0,0,4.545,49,1,19.0012,1,4.1,2011,1,6,0.0
192,0,0,4.545,53,1,12.998,1,3.28,2011,1,7,1.791759469228055
193,0,0,4.545,49,1,19.0012,1,4.1,2011,1,8,2.302585092994046
194,0,0,3.79,46,1,35.0008,1,4.92,2011,1,9,2.9444389791664403
195,0,0,5.305,43,1,26.0027,1,5.74,2011,1,10,3.8918202981106265
196,0,0,6.06,40,1,35.0008,1,6.56,2011,1,11,3.8918202981106265
197,0,0,6.82,37,1,30.0026,1,7.38,2011,1,12,4.418840607796598
198,0,0,8.335,34,1,30.0026,1,8.2,2011,1,13,4.31748811353631
199,0,0,9.09,32,1,31.0009,1,9.02,2011,1,14,4.276666119016055
200,0,0,9.85,35,1,23.9994,1,9.02,2011,1,15,4.406719247264253
201,0,0,8.335,34,1,30.0026,1,8.2,2011,1,16,4.5217885770490405
202,0,0,7.575,37,1,26.0027,1,7.38,2011,1,17,4.127134385045092
203,0,0,6.82,40,1,22.0028,1,6.56,2011,1,18,3.871201010907891
204,0,0,6.82,43,1,22.0028,1,6.56,2011,1,19,3.713572066704308
205,0,0,6.06,46,1,16.9979,1,5.74,2011,1,20,3.6375861597263857
206,0,0,5.305,46,1,27.9993,1,5.74,2011,1,21,2.995732273553991
207,0,0,6.06,46,1,19.9995,1,5.74,2011,1,22,2.70805020110221
208,0,0,6.82,50,1,12.998,1,4.92,2011,1,23,1.791759469228055
209,1,0,6.06,50,1,19.0012,1,4.92,2011,1,0,1.6094379124341003
210,1,0,6.06,50,1,19.0012,1,4.92,2011,1,1,0.0
211,1,0,6.06,50,1,15.0013,1,4.92,2011,1,2,1.0986122886681098
212,1,0,6.06,50,1,15.0013,1,4.92,2011,1,3,0.0
213,1,0,6.06,54,1,8.9981,1,4.1,2011,1,4,1.0986122886681098
214,1,0,5.305,54,1,16.9979,1,4.1,2011,1,5,1.0986122886681098
215,1,0,6.06,50,1,19.0012,1,4.92,2011,1,6,3.4339872044851463
216,1,0,6.06,50,1,15.0013,1,4.92,2011,1,7,4.343805421853684
217,1,0,6.06,50,2,19.0012,1,4.92,2011,1,8,5.236441962829949
218,1,0,6.06,50,2,16.9979,1,5.74,2011,1,9,4.543294782270004
219,1,0,6.06,50,2,19.9995,1,5.74,2011,1,10,3.4339872044851463
220,1,0,6.82,47,2,19.0012,1,6.56,2011,1,11,3.4011973816621555
221,1,0,9.09,40,2,19.0012,1,8.2,2011,1,12,3.9512437185814275
222,1,0,9.09,40,2,19.0012,1,8.2,2011,1,13,3.9889840465642745
223,1,0,9.85,40,2,15.0013,1,8.2,2011,1,14,3.8501476017100584
224,1,0,9.85,40,2,15.0013,1,8.2,2011,1,15,3.8066624897703196
225,1,0,10.605,40,1,8.9981,1,8.2,2011,1,16,4.30406509320417
226,1,0,11.365,40,1,7.0015,1,8.2,2011,1,17,5.181783550292085
227,1,0,9.85,40,1,15.0013,1,8.2,2011,1,18,5.043425116919247
228,1,0,8.335,47,1,11.0014,1,6.56,2011,1,19,4.553876891600541
229,1,0,8.335,50,1,11.0014,1,6.56,2011,1,20,4.30406509320417
230,1,0,6.82,59,1,12.998,1,5.74,2011,1,21,3.6375861597263857
231,1,0,7.575,59,1,11.0014,1,5.74,2011,1,22,3.1780538303479458
232,1,0,7.575,59,1,11.0014,1,5.74,2011,1,23,2.8903717578961645
233,1,0,8.335,59,1,7.0015,1,5.74,2011,1,0,2.4849066497880004
234,1,0,7.575,59,1,11.0014,1,5.74,2011,1,1,1.0986122886681098
235,1,0,7.575,55,2,12.998,1,6.56,2011,1,2,1.0986122886681098
236,1,0,9.09,55,2,8.9981,1,6.56,2011,1,5,1.791759469228055
237,1,0,9.09,55,2,8.9981,1,6.56,2011,1,6,3.295836866004329
238,1,0,11.365,55,2,8.9981,1,6.56,2011,1,7,4.59511985013459
239,1,0,10.605,51,2,6.0032,1,7.38,2011,1,8,5.37989735354046
240,1,0,9.85,51,2,11.0014,1,7.38,2011,1,9,4.867534450455582
241,1,0,10.605,51,2,11.0014,1,8.2,2011,1,10,3.9889840465642745
242,1,0,10.605,47,2,8.9981,1,8.2,2011,1,11,3.5553480614894135
243,1,0,11.365,51,2,7.0015,1,8.2,2011,1,12,4.04305126783455
244,1,0,11.365,59,2,6.0032,1,8.2,2011,1,13,3.9512437185814275
245,1,0,11.365,59,2,6.0032,1,8.2,2011,1,14,4.143134726391533
246,1,0,9.85,80,2,6.0032,1,6.56,2011,1,15,3.8501476017100584
247,1,0,7.575,86,2,15.0013,1,6.56,2011,1,16,4.330733340286331
248,1,0,7.575,86,2,15.0013,1,6.56,2011,1,17,4.912654885736052
249,1,0,9.09,93,3,7.0015,1,6.56,2011,1,18,4.553876891600541
250,1,0,11.365,93,3,8.9981,1,6.56,2011,1,19,3.9318256327243257
251,1,0,7.575,93,3,12.998,1,6.56,2011,1,20,3.4657359027997265
252,1,0,9.85,86,3,6.0032,1,6.56,2011,1,21,2.995732273553991
253,1,0,9.09,93,3,7.0015,1,6.56,2011,1,22,3.367295829986474
254,1,0,9.85,93,3,6.0032,1,6.56,2011,1,23,2.9444389791664403
255,1,0,9.85,86,2,6.0032,1,6.56,2011,1,0,1.9459101490553132
256,1,0,9.09,86,2,7.0015,1,6.56,2011,1,1,1.791759469228055
257,1,0,7.575,86,1,8.9981,1,5.74,2011,1,2,0.0
258,1,0,7.575,86,1,11.0014,1,5.74,2011,1,5,1.6094379124341003
259,1,0,7.575,93,1,8.9981,1,4.92,2011,1,6,2.772588722239781
260,1,0,7.575,69,1,8.9981,1,5.74,2011,1,7,3.9889840465642745
261,1,0,8.335,59,1,11.0014,1,6.56,2011,1,8,4.852030263919617
262,1,0,6.82,59,1,22.0028,1,6.56,2011,1,9,4.394449154672439
263,1,0,9.09,55,1,15.0013,1,7.38,2011,1,10,3.6635616461296463
264,1,0,9.09,51,1,26.0027,1,8.2,2011,1,11,3.5553480614894135
265,1,0,7.575,47,1,39.0007,1,8.2,2011,1,12,4.007333185232471
266,1,0,9.85,44,1,23.9994,1,9.02,2011,1,13,3.8918202981106265
267,1,0,9.09,47,1,22.0028,1,8.2,2011,1,14,3.784189633918261
268,1,0,8.335,47,1,27.9993,1,8.2,2011,1,15,3.8918202981106265
269,1,0,9.85,44,1,22.0028,1,9.02,2011,1,16,4.219507705176107
270,1,0,9.09,47,1,23.9994,1,8.2,2011,1,17,4.9344739331306915
271,1,0,7.575,47,1,35.0008,1,8.2,2011,1,18,4.919980925828125
272,1,0,7.575,47,1,27.9993,1,7.38,2011,1,19,4.418840607796598
273,1,0,6.82,50,1,22.0028,1,6.56,2011,1,20,4.02535169073515
274,1,0,6.82,55,1,22.0028,1,6.56,2011,1,21,4.04305126783455
275,1,0,6.06,55,1,30.0026,1,6.56,2011,1,22,3.4965075614664802
276,1,0,5.305,59,1,27.9993,1,5.74,2011,1,23,2.995732273553991
277,1,0,6.06,59,1,19.0012,1,5.74,2011,1,0,1.9459101490553132
278,1,0,6.06,50,1,19.0012,1,5.74,2011,1,1,0.6931471805599453
279,1,0,6.06,50,1,23.9994,1,5.74,2011,1,2,0.6931471805599453
280,1,0,6.06,50,1,22.0028,1,5.74,2011,1,3,1.0986122886681098
281,1,0,6.06,50,1,16.9979,1,5.74,2011,1,4,1.3862943611198906
282,1,0,6.06,50,1,19.9995,1,5.74,2011,1,5,1.0986122886681098
283,1,0,7.575,54,1,8.9981,1,4.92,2011,1,6,3.332204510175204
284,1,0,7.575,54,1,8.9981,1,4.92,2011,1,7,4.276666119016055
285,1,0,6.82,50,1,12.998,1,5.74,2011,1,8,5.308267697401205
286,1,0,6.06,50,1,22.0028,1,5.74,2011,1,9,4.9344739331306915
287,1,0,6.82,50,2,23.9994,1,6.56,2011,1,10,3.6375861597263857
288,1,0,8.335,44,2,30.0026,1,8.2,2011,1,11,3.6109179126442243
289,1,0,8.335,44,1,27.9993,1,8.2,2011,1,12,3.9512437185814275
290,1,0,9.85,41,1,30.0026,1,9.02,2011,1,13,4.418840607796598
291,1,0,9.85,41,1,26.0027,1,9.02,2011,1,14,3.7376696182833684
292,1,0,10.605,38,1,19.9995,1,9.84,2011,1,15,4.0943445622221
293,1,0,10.605,38,1,23.9994,1,9.84,2011,1,16,4.356708826689592
294,1,0,9.09,40,1,19.0012,1,8.2,2011,1,17,5.087596335232384
295,1,0,9.09,40,1,22.0028,1,8.2,2011,1,18,4.969813299576001
296,1,0,7.575,47,1,16.9979,1,6.56,2011,1,19,4.59511985013459
297,1,0,7.575,47,1,15.0013,1,6.56,2011,1,20,4.1588830833596715
298,1,0,6.06,46,1,19.9995,1,5.74,2011,1,21,3.6888794541139363
299,1,0,6.06,46,1,22.0028,1,5.74,2011,1,22,3.4011973816621555
300,1,0,6.82,50,1,12.998,1,4.92,2011,1,23,2.70805020110221
301,1,0,6.82,50,1,12.998,1,4.92,2011,1,0,2.6390573296152584
302,1,0,6.06,54,1,11.0014,1,4.1,2011,1,1,1.6094379124341003
303,1,0,6.06,54,1,8.9981,1,4.1,2011,1,2,0.0
304,1,0,6.82,54,1,7.0015,1,4.1,2011,1,3,0.0
305,1,0,6.82,54,1,6.0032,1,4.1,2011,1,5,2.0794415416798357
306,1,0,9.09,54,1,8.9981,1,4.1,2011,1,6,2.833213344056216
307,1,0,6.06,74,1,11.0014,1,4.1,2011,1,7,4.248495242049359
308,1,0,8.335,68,1,8.9981,1,4.92,2011,1,8,5.062595033026967
309,1,0,7.575,69,1,8.9981,1,5.74,2011,1,9,4.762173934797756
310,1,0,9.09,55,1,12.998,1,7.38,2011,1,10,3.784189633918261
311,1,0,8.335,51,1,19.0012,1,7.38,2011,1,11,3.970291913552122
312,1,0,9.85,44,1,16.9979,1,8.2,2011,1,12,4.110873864173311
313,1,0,9.85,37,1,26.0027,1,9.02,2011,1,13,4.343805421853684
314,1,0,10.605,41,1,19.0012,1,9.02,2011,1,14,4.1588830833596715
315,1,0,12.12,38,1,11.0014,1,9.84,2011,1,15,4.219507705176107
316,1,0,12.12,41,1,7.0015,1,9.02,2011,1,16,4.499809670330265
317,1,0,11.365,41,1,11.0014,1,9.02,2011,1,17,5.0689042022202315
318,1,0,12.88,47,1,8.9981,1,8.2,2011,1,18,4.9344739331306915
319,1,0,9.85,59,1,6.0032,1,6.56,2011,1,19,4.5217885770490405
320,1,0,12.12,59,1,8.9981,1,7.38,2011,1,20,4.219507705176107
321,1,0,11.365,69,1,8.9981,1,6.56,2011,1,21,3.9512437185814275
322,1,0,11.365,69,2,8.9981,1,6.56,2011,1,22,3.58351893845611
323,1,0,12.12,55,2,8.9981,1,7.38,2011,1,23,3.295836866004329
324,0,0,12.12,55,1,8.9981,1,7.38,2011,1,0,3.332204510175204
325,0,0,9.85,59,2,6.0032,1,6.56,2011,1,1,2.995732273553991
326,0,0,9.85,59,2,6.0032,1,6.56,2011,1,2,2.4849066497880004
327,0,0,11.365,59,2,8.9981,1,6.56,2011,1,3,2.0794415416798357
328,0,0,11.365,59,2,8.9981,1,6.56,2011,1,4,1.6094379124341003
329,0,0,11.365,59,1,8.9981,1,6.56,2011,1,5,0.0
330,0,0,8.335,63,1,7.0015,1,5.74,2011,1,6,1.0986122886681098
331,0,0,10.605,63,1,8.9981,1,5.74,2011,1,7,2.302585092994046
332,0,0,7.575,63,1,8.9981,1,5.74,2011,1,8,3.1354942159291497
333,0,0,9.09,64,1,8.9981,1,6.56,2011,1,9,3.4965075614664802
334,0,0,9.85,59,1,11.0014,1,7.38,2011,1,10,4.07753744390572
335,0,0,9.85,55,1,15.0013,1,8.2,2011,1,11,4.276666119016055
336,0,0,11.365,48,1,15.0013,1,9.84,2011,1,12,4.48863636973214
337,0,0,12.88,38,1,19.9995,1,11.48,2011,1,13,4.61512051684126
338,0,0,14.395,39,1,19.0012,1,12.3,2011,1,14,4.770684624465665
339,0,0,15.91,36,2,12.998,1,13.12,2011,1,15,4.859812404361672
340,0,0,16.665,34,2,12.998,1,13.94,2011,1,16,4.852030263919617
341,0,0,15.15,36,2,19.0012,1,13.12,2011,1,17,4.418840607796598
342,0,0,14.395,45,2,16.9979,1,12.3,2011,1,18,4.430816798843313
343,0,0,15.15,39,2,16.9979,1,13.12,2011,1,19,4.30406509320417
344,0,0,15.15,39,2,16.9979,1,13.12,2011,1,20,3.713572066704308
345,0,0,15.15,39,2,15.0013,1,13.12,2011,1,21,4.04305126783455
346,0,0,15.91,42,2,7.0015,1,12.3,2011,1,22,3.258096538021482
