season,temp,humidity,workingday,atemp,weather,windspeed,holiday,year,month,day,hour,min,sec,log_count
1,9.84,35,1,10.605,1,19.0012,0,2011,1,3,13,0,0,4.110873864173311
1,10.66,30,1,12.12,1,19.0012,0,2011,1,3,14,0,0,4.343805421853684
1,10.66,30,1,12.12,1,16.9979,0,2011,1,3,15,0,0,4.276666119016055
1,10.66,30,1,12.12,1,16.9979,0,2011,1,3,16,0,0,4.330733340286331
1,9.84,30,1,11.365,1,15.0013,0,2011,1,3,17,0,0,5.056245805348308
1,9.84,32,1,12.88,1,7.0015,0,2011,1,3,18,0,0,5.056245805348308
1,8.2,47,1,12.88,1,0.0,0,2011,1,3,19,0,0,4.700480365792417
1,8.2,47,1,11.365,1,7.0015,0,2011,1,3,20,0,0,3.9512437185814275
1,7.38,64,1,9.85,1,8.9981,0,2011,1,3,21,0,0,3.9512437185814275
1,5.74,69,1,7.575,1,8.9981,0,2011,1,3,22,0,0,2.995732273553991
1,7.38,55,1,10.605,1,7.0015,0,2011,1,3,23,0,0,2.4849066497880004
1,6.56,55,1,9.09,1,7.0015,0,2011,1,4,0,0,0,1.6094379124341003
1,6.56,59,1,9.09,1,7.0015,0,2011,1,4,1,0,0,0.6931471805599453
1,5.74,63,1,7.575,1,8.9981,0,2011,1,4,2,0,0,0.0
1,5.74,63,1,9.09,1,6.0032,0,2011,1,4,4,0,0,0.6931471805599453
1,4.92,68,1,7.575,1,7.0015,0,2011,1,4,5,0,0,1.3862943611198906
1,4.92,74,1,7.575,1,7.0015,0,2011,1,4,6,0,0,3.58351893845611
1,4.92,74,1,7.575,1,8.9981,0,2011,1,4,7,0,0,4.543294782270004
1,5.74,69,1,7.575,1,11.0014,0,2011,1,4,8,0,0,5.187385805840755
1,6.56,64,1,7.575,1,15.0013,0,2011,1,4,9,0,0,4.605170185988092
1,6.56,69,1,6.82,2,22.0028,0,2011,1,4,10,0,0,3.7376696182833684
1,9.02,51,1,10.605,1,19.9995,0,2011,1,4,11,0,0,4.04305126783455
1,9.02,51,1,11.365,1,11.0014,0,2011,1,4,12,0,0,4.356708826689592
1,9.84,56,1,11.365,1,12.998,0,2011,1,4,13,0,0,4.574710978503383
1,10.66,52,1,12.88,1,15.0013,0,2011,1,4,14,0,0,4.143134726391533
1,11.48,52,1,13.635,1,16.9979,0,2011,1,4,15,0,0,4.174387269895637
1,12.3,49,1,14.395,1,16.9979,0,2011,1,4,16,0,0,4.418840607796598
1,11.48,48,1,13.635,1,15.0013,0,2011,1,4,17,0,0,5.356586274672012
1,10.66,48,1,12.88,1,12.998,0,2011,1,4,18,0,0,5.204006687076795
1,9.84,48,1,12.88,1,7.0015,0,2011,1,4,19,0,0,4.718498871295094
1,9.84,48,1,12.88,1,7.0015,0,2011,1,4,20,0,0,3.9889840465642745
1,9.02,64,1,13.635,1,0.0,0,2011,1,4,21,0,0,3.871201010907891
1,9.02,64,1,12.88,1,6.0032,0,2011,1,4,22,0,0,3.5553480614894135
1,8.2,69,1,11.365,1,6.0032,0,2011,1,4,23,0,0,2.3978952727983707
1,8.2,64,1,12.88,1,0.0,0,2011,1,5,0,0,0,1.791759469228055
1,6.56,74,1,9.85,1,6.0032,0,2011,1,5,1,0,0,1.791759469228055
1,6.56,74,1,9.85,1,6.0032,0,2011,1,5,2,0,0,0.6931471805599453
1,9.84,48,1,11.365,1,15.0013,0,2011,1,5,4,0,0,0.6931471805599453
1,9.02,47,1,11.365,1,11.0014,0,2011,1,5,5,0,0,1.0986122886681098
1,8.2,47,1,9.85,1,15.0013,0,2011,1,5,6,0,0,3.4965075614664802
1,7.38,43,1,9.09,1,12.998,0,2011,1,5,7,0,0,4.477336814478207
1,8.2,40,1,9.09,1,19.9995,0,2011,1,5,8,0,0,5.272999558563747
1,9.02,37,1,9.85,1,22.0028,0,2011,1,5,9,0,0,4.74493212836325
1,9.02,37,1,9.85,1,22.0028,0,2011,1,5,10,0,0,4.04305126783455
1,10.66,33,1,11.365,1,22.0028,0,2011,1,5,11,0,0,3.828641396489095
1,10.66,33,1,11.365,1,22.0028,0,2011,1,5,12,0,0,4.3694478524670215
1,11.48,30,1,12.88,1,19.9995,0,2011,1,5,13,0,0,4.2626798770413155
1,12.3,28,1,14.395,1,12.998,0,2011,1,5,14,0,0,4.127134385045092
1,12.3,28,1,14.395,1,12.998,0,2011,1,5,15,0,0,4.127134385045092
1,12.3,28,1,15.91,1,6.0032,0,2011,1,5,16,0,0,4.48863636973214
1,9.84,38,1,11.365,1,12.998,0,2011,1,5,17,0,0,5.247024072160486
1,9.84,38,1,12.12,1,8.9981,0,2011,1,5,18,0,0,5.1298987149230735
1,9.84,38,1,12.88,1,7.0015,0,2011,1,5,19,0,0,4.882801922586371
1,9.02,47,1,11.365,1,11.0014,0,2011,1,5,20,0,0,4.48863636973214
1,8.2,51,1,9.85,1,12.998,0,2011,1,5,21,0,0,3.7612001156935624
1,7.38,55,1,9.85,1,8.9981,0,2011,1,5,22,0,0,3.7376696182833684
1,8.2,47,1,12.88,1,0.0,0,2011,1,5,23,0,0,2.9444389791664403
1,7.38,55,1,12.12,1,0.0,0,2011,1,6,0,0,0,2.3978952727983707
1,6.56,64,1,11.365,1,0.0,0,2011,1,6,1,0,0,1.3862943611198906
1,6.56,64,1,11.365,1,0.0,0,2011,1,6,2,0,0,0.6931471805599453
1,6.56,64,1,9.85,2,6.0032,0,2011,1,6,4,0,0,0.0
1,5.74,69,1,9.09,2,6.0032,0,2011,1,6,5,0,0,1.3862943611198906
1,5.74,63,1,8.335,2,7.0015,0,2011,1,6,6,0,0,3.58351893845611
1,6.56,59,1,11.365,2,0.0,0,2011,1,6,7,0,0,4.553876891600541
1,6.56,59,1,11.365,1,0.0,0,2011,1,6,8,0,0,5.389071729816501
1,7.38,51,1,12.12,2,0.0,0,2011,1,6,9,0,0,4.804021044733257
1,8.2,47,1,12.88,1,0.0,0,2011,1,6,10,0,0,3.8066624897703196
1,9.02,44,1,12.88,1,6.0032,0,2011,1,6,11,0,0,4.07753744390572
1,10.66,35,1,14.395,1,0.0,0,2011,1,6,12,0,0,4.430816798843313
1,10.66,35,1,13.635,1,7.0015,0,2011,1,6,13,0,0,4.204692619390966
1,11.48,36,1,13.635,1,11.0014,0,2011,1,6,14,0,0,4.248495242049359
1,11.48,36,1,13.635,1,0.0,0,2011,1,6,15,0,0,4.127134385045092
1,10.66,38,1,12.88,1,11.0014,0,2011,1,6,16,0,0,4.454347296253507
1,9.02,51,1,11.365,1,11.0014,0,2011,1,6,17,0,0,5.147494476813453
1,9.02,51,1,11.365,1,8.9981,0,2011,1,6,18,0,0,5.093750200806762
1,9.02,55,1,12.88,1,6.0032,0,2011,1,6,19,0,0,4.718498871295094
1,8.2,51,1,10.605,1,11.0014,0,2011,1,6,20,0,0,4.23410650459726
1,9.02,55,1,10.605,2,15.0013,0,2011,1,6,21,0,0,3.871201010907891
1,9.02,51,1,10.605,2,19.0012,0,2011,1,6,22,0,0,3.9512437185814275
1,8.2,59,1,9.85,2,12.998,0,2011,1,6,23,0,0,3.1354942159291497
1,8.2,64,1,9.85,2,12.998,0,2011,1,7,0,0,0,2.833213344056216
1,8.2,69,1,9.85,2,15.0013,0,2011,1,7,1,0,0,1.9459101490553132
1,8.2,69,1,9.85,2,15.0013,0,2011,1,7,2,0,0,0.0
1,8.2,69,1,10.605,2,8.9981,0,2011,1,7,4,0,0,0.0
1,9.02,55,1,13.635,3,0.0,0,2011,1,7,5,0,0,1.6094379124341003
1,8.2,69,1,12.88,2,0.0,0,2011,1,7,6,0,0,3.5263605246161616
1,8.2,69,1,10.605,1,8.9981,0,2011,1,7,7,0,0,4.430816798843313
1,8.2,51,1,9.85,1,16.9979,0,2011,1,7,8,0,0,5.3471075307174685
1,8.2,47,1,9.09,1,19.9995,0,2011,1,7,9,0,0,4.897839799950911
1,9.02,37,1,9.85,1,22.0028,0,2011,1,7,10,0,0,4.143134726391533
1,8.2,40,1,9.85,2,15.0013,0,2011,1,7,11,0,0,4.204692619390966
1,8.2,37,1,9.85,2,16.9979,0,2011,1,7,12,0,0,4.07753744390572
1,8.2,37,1,9.09,2,19.0012,0,2011,1,7,13,0,0,4.290459441148391
1,8.2,40,1,9.85,2,16.9979,0,2011,1,7,14,0,0,3.912023005428146
1,8.2,37,1,10.605,2,11.0014,0,2011,1,7,15,0,0,4.276666119016055
1,8.2,37,1,10.605,2,11.0014,0,2011,1,7,16,0,0,4.465908118654584
1,8.2,37,1,12.88,2,0.0,0,2011,1,7,17,0,0,5.231108616854587
1,8.2,40,1,11.365,1,6.0032,0,2011,1,7,18,0,0,4.812184355372417
1,6.56,55,1,9.85,1,6.0032,0,2011,1,7,19,0,0,4.553876891600541
1,7.38,47,1,10.605,1,7.0015,0,2011,1,7,20,0,0,3.9318256327243257
1,7.38,47,1,9.85,1,8.9981,0,2011,1,7,21,0,0,3.6635616461296463
1,7.38,43,1,9.85,2,11.0014,0,2011,1,7,22,0,0,3.58351893845611
1,7.38,51,1,9.85,2,11.0014,0,2011,1,7,23,0,0,2.70805020110221
1,7.38,51,0,9.85,2,11.0014,0,2011,1,8,0,0,0,3.2188758248682006
1,7.38,55,0,10.605,2,6.0032,0,2011,1,8,1,0,0,2.772588722239781
1,7.38,55,0,12.12,2,0.0,0,2011,1,8,2,0,0,2.772588722239781
1,7.38,55,0,9.85,3,11.0014,0,2011,1,8,3,0,0,1.9459101490553132
1,7.38,55,0,9.85,3,11.0014,0,2011,1,8,4,0,0,0.0
1,6.56,74,0,8.335,2,11.0014,0,2011,1,8,5,0,0,1.6094379124341003
1,6.56,74,0,8.335,2,11.0014,0,2011,1,8,6,0,0,0.6931471805599453
1,6.56,74,0,9.09,2,7.0015,0,2011,1,8,7,0,0,2.1972245773362196
1,6.56,93,0,9.09,3,7.0015,0,2011,1,8,8,0,0,2.70805020110221
1,6.56,93,0,9.09,3,7.0015,0,2011,1,8,9,0,0,2.995732273553991
1,7.38,80,0,9.85,2,11.0014,0,2011,1,8,10,0,0,4.110873864173311
1,8.2,69,0,9.09,2,26.0027,0,2011,1,8,11,0,0,4.127134385045092
1,8.2,59,0,9.09,2,23.9994,0,2011,1,8,12,0,0,4.584967478670572
1,8.2,44,0,9.09,1,22.0028,0,2011,1,8,13,0,0,4.624972813284271
1,8.2,32,0,8.335,1,32.9975,0,2011,1,8,14,0,0,4.553876891600541
1,8.2,32,0,8.335,1,30.0026,0,2011,1,8,15,0,0,4.30406509320417
1,7.38,29,0,6.82,1,30.0026,0,2011,1,8,16,0,0,4.330733340286331
1,6.56,37,0,6.06,1,36.9974,0,2011,1,8,17,0,0,4.23410650459726
1,5.74,39,0,6.06,1,19.9995,0,2011,1,8,18,0,0,4.007333185232471
1,5.74,36,0,6.06,1,16.9979,0,2011,1,8,19,0,0,3.4011973816621555
1,4.92,36,0,6.06,1,16.9979,0,2011,1,8,20,0,0,3.332204510175204
1,4.92,39,0,5.305,1,23.9994,0,2011,1,8,21,0,0,3.6109179126442243
1,4.92,36,0,5.305,1,26.0027,0,2011,1,8,22,0,0,3.5263605246161616
1,4.1,39,0,3.03,1,30.0026,0,2011,1,8,23,0,0,3.091042453358316
1,4.1,42,0,3.79,1,26.0027,0,2011,1,9,0,0,0,3.2188758248682006
1,4.1,42,0,3.03,1,31.0009,0,2011,1,9,1,0,0,2.4849066497880004
1,4.1,46,0,3.03,1,31.0009,0,2011,1,9,2,0,0,2.3978952727983707
1,4.1,46,0,3.79,1,27.9993,0,2011,1,9,3,0,0,1.3862943611198906
1,3.28,53,0,4.545,1,12.998,0,2011,1,9,4,0,0,0.0
1,3.28,53,0,4.545,1,12.998,0,2011,1,9,5,0,0,0.0
1,4.1,49,0,4.545,1,19.0012,0,2011,1,9,6,0,0,0.0
1,3.28,53,0,4.545,1,12.998,0,2011,1,9,7,0,0,1.791759469228055
1,4.1,49,0,4.545,1,19.0012,0,2011,1,9,8,0,0,2.302585092994046
1,4.92,46,0,3.79,1,35.0008,0,2011,1,9,9,0,0,2.9444389791664403
1,5.74,43,0,5.305,1,26.0027,0,2011,1,9,10,0,0,3.8918202981106265
1,6.56,40,0,6.06,1,35.0008,0,2011,1,9,11,0,0,3.8918202981106265
1,7.38,37,0,6.82,1,30.0026,0,2011,1,9,12,0,0,4.418840607796598
1,8.2,34,0,8.335,1,30.0026,0,2011,1,9,13,0,0,4.31748811353631
1,9.02,32,0,9.09,1,31.0009,0,2011,1,9,14,0,0,4.276666119016055
1,9.02,35,0,9.85,1,23.9994,0,2011,1,9,15,0,0,4.406719247264253
1,8.2,34,0,8.335,1,30.0026,0,2011,1,9,16,0,0,4.5217885770490405
1,7.38,37,0,7.575,1,26.0027,0,2011,1,9,17,0,0,4.127134385045092
1,6.56,40,0,6.82,1,22.0028,0,2011,1,9,18,0,0,3.871201010907891
1,6.56,43,0,6.82,1,22.0028,0,2011,1,9,19,0,0,3.713572066704308
1,5.74,46,0,6.06,1,16.9979,0,2011,1,9,20,0,0,3.6375861597263857
1,5.74,46,0,5.305,1,27.9993,0,2011,1,9,21,0,0,2.995732273553991
1,5.74,46,0,6.06,1,19.9995,0,2011,1,9,22,0,0,2.70805020110221
1,4.92,50,0,6.82,1,12.998,0,2011,1,9,23,0,0,1.791759469228055
1,4.92,50,1,6.06,1,19.0012,0,2011,1,10,0,0,0,1.6094379124341003
1,4.92,50,1,6.06,1,19.0012,0,2011,1,10,1,0,0,0.0
1,4.92,50,1,6.06,1,15.0013,0,2011,1,10,2,0,0,1.0986122886681098
1,4.92,50,1,6.06,1,15.0013,0,2011,1,10,3,0,0,0.0
1,4.1,54,1,6.06,1,8.9981,0,2011,1,10,4,0,0,1.0986122886681098
1,4.1,54,1,5.305,1,16.9979,0,2011,1,10,5,0,0,1.0986122886681098
1,4.92,50,1,6.06,1,19.0012,0,2011,1,10,6,0,0,3.4339872044851463
1,4.92,50,1,6.06,1,15.0013,0,2011,1,10,7,0,0,4.343805421853684
1,4.92,50,1,6.06,2,19.0012,0,2011,1,10,8,0,0,5.236441962829949
1,5.74,50,1,6.06,2,16.9979,0,2011,1,10,9,0,0,4.543294782270004
1,5.74,50,1,6.06,2,19.9995,0,2011,1,10,10,0,0,3.4339872044851463
1,6.56,47,1,6.82,2,19.0012,0,2011,1,10,11,0,0,3.4011973816621555
1,8.2,40,1,9.09,2,19.0012,0,2011,1,10,12,0,0,3.9512437185814275
1,8.2,40,1,9.09,2,19.0012,0,2011,1,10,13,0,0,3.9889840465642745
1,8.2,40,1,9.85,2,15.0013,0,2011,1,10,14,0,0,3.8501476017100584
1,8.2,40,1,9.85,2,15.0013,0,2011,1,10,15,0,0,3.8066624897703196
1,8.2,40,1,10.605,1,8.9981,0,2011,1,10,16,0,0,4.30406509320417
1,8.2,40,1,11.365,1,7.0015,0,2011,1,10,17,0,0,5.181783550292085
1,8.2,40,1,9.85,1,15.0013,0,2011,1,10,18,0,0,5.043425116919247
1,6.56,47,1,8.335,1,11.0014,0,2011,1,10,19,0,0,4.553876891600541
1,6.56,50,1,8.335,1,11.0014,0,2011,1,10,20,0,0,4.30406509320417
1,5.74,59,1,6.82,1,12.998,0,2011,1,10,21,0,0,3.6375861597263857
1,5.74,59,1,7.575,1,11.0014,0,2011,1,10,22,0,0,3.1780538303479458
1,5.74,59,1,7.575,1,11.0014,0,2011,1,10,23,0,0,2.8903717578961645
1,5.74,59,1,8.335,1,7.0015,0,2011,1,11,0,0,0,2.4849066497880004
1,5.74,59,1,7.575,1,11.0014,0,2011,1,11,1,0,0,1.0986122886681098
1,6.56,55,1,7.575,2,12.998,0,2011,1,11,2,0,0,1.0986122886681098
1,6.56,55,1,9.09,2,8.9981,0,2011,1,11,5,0,0,1.791759469228055
1,6.56,55,1,9.09,2,8.9981,0,2011,1,11,6,0,0,3.295836866004329
1,6.56,55,1,11.365,2,0.0,0,2011,1,11,7,0,0,4.59511985013459
1,7.38,51,1,10.605,2,6.0032,0,2011,1,11,8,0,0,5.37989735354046
1,7.38,51,1,9.85,2,11.0014,0,2011,1,11,9,0,0,4.867534450455582
1,8.2,51,1,10.605,2,11.0014,0,2011,1,11,10,0,0,3.9889840465642745
1,8.2,47,1,10.605,2,8.9981,0,2011,1,11,11,0,0,3.5553480614894135
1,8.2,51,1,11.365,2,7.0015,0,2011,1,11,12,0,0,4.04305126783455
1,8.2,59,1,11.365,2,6.0032,0,2011,1,11,13,0,0,3.9512437185814275
1,8.2,59,1,11.365,2,6.0032,0,2011,1,11,14,0,0,4.143134726391533
1,6.56,80,1,9.85,2,6.0032,0,2011,1,11,15,0,0,3.8501476017100584
1,6.56,86,1,7.575,2,15.0013,0,2011,1,11,16,0,0,4.330733340286331
1,6.56,86,1,7.575,2,15.0013,0,2011,1,11,17,0,0,4.912654885736052
1,6.56,93,1,9.09,3,7.0015,0,2011,1,11,18,0,0,4.553876891600541
1,6.56,93,1,11.365,3,0.0,0,2011,1,11,19,0,0,3.9318256327243257
1,6.56,93,1,7.575,3,12.998,0,2011,1,11,20,0,0,3.4657359027997265
1,6.56,86,1,9.85,3,6.0032,0,2011,1,11,21,0,0,2.995732273553991
1,6.56,93,1,9.09,3,7.0015,0,2011,1,11,22,0,0,3.367295829986474
1,6.56,93,1,9.85,3,6.0032,0,2011,1,11,23,0,0,2.9444389791664403
1,6.56,86,1,9.85,2,6.0032,0,2011,1,12,0,0,0,1.9459101490553132
1,6.56,86,1,9.09,2,7.0015,0,2011,1,12,1,0,0,1.791759469228055
1,5.74,86,1,7.575,1,8.9981,0,2011,1,12,2,0,0,0.0
1,5.74,86,1,7.575,1,11.0014,0,2011,1,12,5,0,0,1.6094379124341003
1,4.92,93,1,7.575,1,8.9981,0,2011,1,12,6,0,0,2.772588722239781
1,5.74,69,1,7.575,1,8.9981,0,2011,1,12,7,0,0,3.9889840465642745
1,6.56,59,1,8.335,1,11.0014,0,2011,1,12,8,0,0,4.852030263919617
1,6.56,59,1,6.82,1,22.0028,0,2011,1,12,9,0,0,4.394449154672439
1,7.38,55,1,9.09,1,15.0013,0,2011,1,12,10,0,0,3.6635616461296463
1,8.2,51,1,9.09,1,26.0027,0,2011,1,12,11,0,0,3.5553480614894135
1,8.2,47,1,7.575,1,39.0007,0,2011,1,12,12,0,0,4.007333185232471
1,9.02,44,1,9.85,1,23.9994,0,2011,1,12,13,0,0,3.8918202981106265
1,8.2,47,1,9.09,1,22.0028,0,2011,1,12,14,0,0,3.784189633918261
1,8.2,47,1,8.335,1,27.9993,0,2011,1,12,15,0,0,3.8918202981106265
1,9.02,44,1,9.85,1,22.0028,0,2011,1,12,16,0,0,4.219507705176107
1,8.2,47,1,9.09,1,23.9994,0,2011,1,12,17,0,0,4.9344739331306915
1,8.2,47,1,7.575,1,35.0008,0,2011,1,12,18,0,0,4.919980925828125
1,7.38,47,1,7.575,1,27.9993,0,2011,1,12,19,0,0,4.418840607796598
1,6.56,50,1,6.82,1,22.0028,0,2011,1,12,20,0,0,4.02535169073515
1,6.56,55,1,6.82,1,22.0028,0,2011,1,12,21,0,0,4.04305126783455
1,6.56,55,1,6.06,1,30.0026,0,2011,1,12,22,0,0,3.4965075614664802
1,5.74,59,1,5.305,1,27.9993,0,2011,1,12,23,0,0,2.995732273553991
1,5.74,59,1,6.06,1,19.0012,0,2011,1,13,0,0,0,1.9459101490553132
1,5.74,50,1,6.06,1,19.0012,0,2011,1,13,1,0,0,0.6931471805599453
1,5.74,50,1,6.06,1,23.9994,0,2011,1,13,2,0,0,0.6931471805599453
1,5.74,50,1,6.06,1,22.0028,0,2011,1,13,3,0,0,1.0986122886681098
1,5.74,50,1,6.06,1,16.9979,0,2011,1,13,4,0,0,1.3862943611198906
1,5.74,50,1,6.06,1,19.9995,0,2011,1,13,5,0,0,1.0986122886681098
1,4.92,54,1,7.575,1,8.9981,0,2011,1,13,6,0,0,3.332204510175204
1,4.92,54,1,7.575,1,8.9981,0,2011,1,13,7,0,0,4.276666119016055
1,5.74,50,1,6.82,1,12.998,0,2011,1,13,8,0,0,5.308267697401205
1,5.74,50,1,6.06,1,22.0028,0,2011,1,13,9,0,0,4.9344739331306915
1,6.56,50,1,6.82,2,23.9994,0,2011,1,13,10,0,0,3.6375861597263857
1,8.2,44,1,8.335,2,30.0026,0,2011,1,13,11,0,0,3.6109179126442243
1,8.2,44,1,8.335,1,27.9993,0,2011,1,13,12,0,0,3.9512437185814275
1,9.02,41,1,9.85,1,30.0026,0,2011,1,13,13,0,0,4.418840607796598
1,9.02,41,1,9.85,1,26.0027,0,2011,1,13,14,0,0,3.7376696182833684
1,9.84,38,1,10.605,1,19.9995,0,2011,1,13,15,0,0,4.0943445622221
1,9.84,38,1,10.605,1,23.9994,0,2011,1,13,16,0,0,4.356708826689592
1,8.2,40,1,9.09,1,19.0012,0,2011,1,13,17,0,0,5.087596335232384
1,8.2,40,1,9.09,1,22.0028,0,2011,1,13,18,0,0,4.969813299576001
1,6.56,47,1,7.575,1,16.9979,0,2011,1,13,19,0,0,4.59511985013459
1,6.56,47,1,7.575,1,15.0013,0,2011,1,13,20,0,0,4.1588830833596715
1,5.74,46,1,6.06,1,19.9995,0,2011,1,13,21,0,0,3.6888794541139363
1,5.74,46,1,6.06,1,22.0028,0,2011,1,13,22,0,0,3.4011973816621555
1,4.92,50,1,6.82,1,12.998,0,2011,1,13,23,0,0,2.70805020110221
1,4.92,50,1,6.82,1,12.998,0,2011,1,14,0,0,0,2.6390573296152584
1,4.1,54,1,6.06,1,11.0014,0,2011,1,14,1,0,0,1.6094379124341003
1,4.1,54,1,6.06,1,8.9981,0,2011,1,14,2,0,0,0.0
1,4.1,54,1,6.82,1,7.0015,0,2011,1,14,3,0,0,0.0
1,4.1,54,1,6.82,1,6.0032,0,2011,1,14,5,0,0,2.0794415416798357
1,4.1,54,1,9.09,1,0.0,0,2011,1,14,6,0,0,2.833213344056216
1,4.1,74,1,6.06,1,11.0014,0,2011,1,14,7,0,0,4.248495242049359
1,4.92,68,1,8.335,1,0.0,0,2011,1,14,8,0,0,5.062595033026967
1,5.74,69,1,7.575,1,8.9981,0,2011,1,14,9,0,0,4.762173934797756
1,7.38,55,1,9.09,1,12.998,0,2011,1,14,10,0,0,3.784189633918261
1,7.38,51,1,8.335,1,19.0012,0,2011,1,14,11,0,0,3.970291913552122
1,8.2,44,1,9.85,1,16.9979,0,2011,1,14,12,0,0,4.110873864173311
1,9.02,37,1,9.85,1,26.0027,0,2011,1,14,13,0,0,4.343805421853684
1,9.02,41,1,10.605,1,19.0012,0,2011,1,14,14,0,0,4.1588830833596715
